id,acidity,aroma,body,flavor,aftertaste,balance,quality
1306,6.2,6.4,6.3,6.5,6.2,6.1,0
1849,7.9,8.1,7.8,8.3,8.0,8.2,1
1703,8.2,8.5,8.0,8.7,8.4,8.6,1
1562,6.0,6.5,6.2,6.0,6.1,6.3,0
1611,7.5,8.0,7.0,8.2,7.8,8.0,1
1692,6.0,6.5,6.2,6.0,6.1,6.3,0
480,6.1,6.3,6.0,6.4,6.2,6.1,0
863,8.2,8.5,8.0,8.7,8.4,8.6,1
1245,7.0,7.2,7.1,7.4,7.3,7.0,1
1532,6.0,6.5,6.2,6.0,6.1,6.3,0
1263,8.2,8.5,8.0,8.7,8.4,8.6,1
1848,5.5,5.8,5.6,5.9,5.7,5.6,0
262,6.0,6.5,6.2,6.0,6.1,6.3,0
1118,5.5,5.8,5.6,5.9,5.7,5.6,0
1005,7.0,7.2,7.1,7.4,7.3,7.0,1
241,7.5,8.0,7.0,8.2,7.8,8.0,1
1059,7.9,8.1,7.8,8.3,8.0,8.2,1
2039,7.9,8.1,7.8,8.3,8.0,8.2,1
1575,7.0,7.2,7.1,7.4,7.3,7.0,1
1620,6.1,6.3,6.0,6.4,6.2,6.1,0
1318,5.5,5.8,5.6,5.9,5.7,5.6,0
571,7.5,8.0,7.0,8.2,7.8,8.0,1
366,6.2,6.4,6.3,6.5,6.2,6.1,0
2033,8.2,8.5,8.0,8.7,8.4,8.6,1
1266,6.2,6.4,6.3,6.5,6.2,6.1,0
2036,6.2,6.4,6.3,6.5,6.2,6.1,0
1961,7.5,8.0,7.0,8.2,7.8,8.0,1
951,7.5,8.0,7.0,8.2,7.8,8.0,1
1224,5.8,6.0,5.9,6.1,6.0,5.7,0
72,6.0,6.5,6.2,6.0,6.1,6.3,0
922,6.0,6.5,6.2,6.0,6.1,6.3,0
260,6.1,6.3,6.0,6.4,6.2,6.1,0
52,6.0,6.5,6.2,6.0,6.1,6.3,0
199,7.9,8.1,7.8,8.3,8.0,8.2,1
1646,6.2,6.4,6.3,6.5,6.2,6.1,0
1191,7.5,8.0,7.0,8.2,7.8,8.0,1
333,8.2,8.5,8.0,8.7,8.4,8.6,1
1387,8.8,9.0,8.6,9.1,8.9,9.0,1
615,7.0,7.2,7.1,7.4,7.3,7.0,1
1764,5.8,6.0,5.9,6.1,6.0,5.7,0
999,7.9,8.1,7.8,8.3,8.0,8.2,1
1183,8.2,8.5,8.0,8.7,8.4,8.6,1
1340,6.1,6.3,6.0,6.4,6.2,6.1,0
933,8.2,8.5,8.0,8.7,8.4,8.6,1
