id,acidity,aroma,body,flavor,aftertaste,balance,quality
793,8.2,8.5,8.0,8.7,8.4,8.6,1
1272,6.0,6.5,6.2,6.0,6.1,6.3,0
1539,7.9,8.1,7.8,8.3,8.0,8.2,1
669,7.9,8.1,7.8,8.3,8.0,8.2,1
1976,6.2,6.4,6.3,6.5,6.2,6.1,0
730,6.1,6.3,6.0,6.4,6.2,6.1,0
1652,6.0,6.5,6.2,6.0,6.1,6.3,0
2055,7.0,7.2,7.1,7.4,7.3,7.0,1
927,8.8,9.0,8.6,9.1,8.9,9.0,1
1024,5.8,6.0,5.9,6.1,6.0,5.7,0
179,7.9,8.1,7.8,8.3,8.0,8.2,1
486,6.2,6.4,6.3,6.5,6.2,6.1,0
1949,7.9,8.1,7.8,8.3,8.0,8.2,1
2165,7.0,7.2,7.1,7.4,7.3,7.0,1
1274,5.8,6.0,5.9,6.1,6.0,5.7,0
832,6.0,6.5,6.2,6.0,6.1,6.3,0
1324,5.8,6.0,5.9,6.1,6.0,5.7,0
846,6.2,6.4,6.3,6.5,6.2,6.1,0
901,7.5,8.0,7.0,8.2,7.8,8.0,1
701,7.5,8.0,7.0,8.2,7.8,8.0,1
1983,8.2,8.5,8.0,8.7,8.4,8.6,1
675,7.0,7.2,7.1,7.4,7.3,7.0,1
1926,6.2,6.4,6.3,6.5,6.2,6.1,0
1234,5.8,6.0,5.9,6.1,6.0,5.7,0
2004,5.8,6.0,5.9,6.1,6.0,5.7,0
1494,5.8,6.0,5.9,6.1,6.0,5.7,0
743,8.2,8.5,8.0,8.7,8.4,8.6,1
2211,7.5,8.0,7.0,8.2,7.8,8.0,1
747,8.8,9.0,8.6,9.1,8.9,9.0,1
1610,6.1,6.3,6.0,6.4,6.2,6.1,0
1934,5.8,6.0,5.9,6.1,6.0,5.7,0
64,5.8,6.0,5.9,6.1,6.0,5.7,0
648,5.5,5.8,5.6,5.9,5.7,5.6,0
72,6.0,6.5,6.2,6.0,6.1,6.3,0
1221,7.5,8.0,7.0,8.2,7.8,8.0,1
986,6.2,6.4,6.3,6.5,6.2,6.1,0
1095,7.0,7.2,7.1,7.4,7.3,7.0,1
1336,6.2,6.4,6.3,6.5,6.2,6.1,0
1789,7.9,8.1,7.8,8.3,8.0,8.2,1
1846,6.2,6.4,6.3,6.5,6.2,6.1,0
964,5.8,6.0,5.9,6.1,6.0,5.7,0
1392,6.0,6.5,6.2,6.0,6.1,6.3,0
2217,8.8,9.0,8.6,9.1,8.9,9.0,1
2071,7.5,8.0,7.0,8.2,7.8,8.0,1
783,8.2,8.5,8.0,8.7,8.4,8.6,1
1577,8.8,9.0,8.6,9.1,8.9,9.0,1
531,7.5,8.0,7.0,8.2,7.8,8.0,1
1911,7.5,8.0,7.0,8.2,7.8,8.0,1
1553,8.2,8.5,8.0,8.7,8.4,8.6,1
206,6.2,6.4,6.3,6.5,6.2,6.1,0
1308,5.5,5.8,5.6,5.9,5.7,5.6,0
1958,5.5,5.8,5.6,5.9,5.7,5.6,0
1337,8.8,9.0,8.6,9.1,8.9,9.0,1
1725,7.0,7.2,7.1,7.4,7.3,7.0,1
2029,7.9,8.1,7.8,8.3,8.0,8.2,1
1832,6.0,6.5,6.2,6.0,6.1,6.3,0
922,6.0,6.5,6.2,6.0,6.1,6.3,0
638,5.5,5.8,5.6,5.9,5.7,5.6,0
24,5.8,6.0,5.9,6.1,6.0,5.7,0
2073,8.2,8.5,8.0,8.7,8.4,8.6,1
428,5.5,5.8,5.6,5.9,5.7,5.6,0
695,7.0,7.2,7.1,7.4,7.3,7.0,1
631,7.5,8.0,7.0,8.2,7.8,8.0,1
591,7.5,8.0,7.0,8.2,7.8,8.0,1
199,7.9,8.1,7.8,8.3,8.0,8.2,1
989,7.9,8.1,7.8,8.3,8.0,8.2,1
309,7.9,8.1,7.8,8.3,8.0,8.2,1
545,7.0,7.2,7.1,7.4,7.3,7.0,1
60,6.1,6.3,6.0,6.4,6.2,6.1,0
2031,7.5,8.0,7.0,8.2,7.8,8.0,1
1609,7.9,8.1,7.8,8.3,8.0,8.2,1
1951,7.5,8.0,7.0,8.2,7.8,8.0,1
163,8.2,8.5,8.0,8.7,8.4,8.6,1
1037,8.8,9.0,8.6,9.1,8.9,9.0,1
257,8.8,9.0,8.6,9.1,8.9,9.0,1
858,5.5,5.8,5.6,5.9,5.7,5.6,0
1558,5.5,5.8,5.6,5.9,5.7,5.6,0
1768,5.5,5.8,5.6,5.9,5.7,5.6,0
1350,6.1,6.3,6.0,6.4,6.2,6.1,0
1321,7.5,8.0,7.0,8.2,7.8,8.0,1
21,7.5,8.0,7.0,8.2,7.8,8.0,1
850,6.1,6.3,6.0,6.4,6.2,6.1,0
382,6.0,6.5,6.2,6.0,6.1,6.3,0
866,6.2,6.4,6.3,6.5,6.2,6.1,0
562,6.0,6.5,6.2,6.0,6.1,6.3,0
84,5.8,6.0,5.9,6.1,6.0,5.7,0
1302,6.0,6.5,6.2,6.0,6.1,6.3,0
1869,7.9,8.1,7.8,8.3,8.0,8.2,1
1162,6.0,6.5,6.2,6.0,6.1,6.3,0
271,7.5,8.0,7.0,8.2,7.8,8.0,1
1909,7.9,8.1,7.8,8.3,8.0,8.2,1
1995,7.0,7.2,7.1,7.4,7.3,7.0,1
1134,5.8,6.0,5.9,6.1,6.0,5.7,0
678,5.5,5.8,5.6,5.9,5.7,5.6,0
760,6.1,6.3,6.0,6.4,6.2,6.1,0
556,6.2,6.4,6.3,6.5,6.2,6.1,0
430,6.1,6.3,6.0,6.4,6.2,6.1,0
856,6.2,6.4,6.3,6.5,6.2,6.1,0
1166,6.2,6.4,6.3,6.5,6.2,6.1,0
459,7.9,8.1,7.8,8.3,8.0,8.2,1
79,7.9,8.1,7.8,8.3,8.0,8.2,1
33,8.2,8.5,8.0,8.7,8.4,8.6,1
1403,8.2,8.5,8.0,8.7,8.4,8.6,1
1812,6.0,6.5,6.2,6.0,6.1,6.3,0
1981,7.5,8.0,7.0,8.2,7.8,8.0,1
999,7.9,8.1,7.8,8.3,8.0,8.2,1
2005,7.0,7.2,7.1,7.4,7.3,7.0,1
2186,6.2,6.4,6.3,6.5,6.2,6.1,0
1996,6.2,6.4,6.3,6.5,6.2,6.1,0
306,6.2,6.4,6.3,6.5,6.2,6.1,0
210,6.1,6.3,6.0,6.4,6.2,6.1,0
1512,6.0,6.5,6.2,6.0,6.1,6.3,0
1316,6.2,6.4,6.3,6.5,6.2,6.1,0
2221,7.5,8.0,7.0,8.2,7.8,8.0,1
890,6.1,6.3,6.0,6.4,6.2,6.1,0
781,7.5,8.0,7.0,8.2,7.8,8.0,1
2022,6.0,6.5,6.2,6.0,6.1,6.3,0
1681,7.5,8.0,7.0,8.2,7.8,8.0,1
2021,7.5,8.0,7.0,8.2,7.8,8.0,1
2204,5.8,6.0,5.9,6.1,6.0,5.7,0
