id,acidity,aroma,body,flavor,aftertaste,balance,quality
866,6.2,6.4,6.3,6.5,6.2,6.1,0
1291,7.5,8.0,7.0,8.2,7.8,8.0,1
395,7.0,7.2,7.1,7.4,7.3,7.0,1
732,6.0,6.5,6.2,6.0,6.1,6.3,0
55,7.0,7.2,7.1,7.4,7.3,7.0,1
959,7.9,8.1,7.8,8.3,8.0,8.2,1
766,6.2,6.4,6.3,6.5,6.2,6.1,0
110,6.1,6.3,6.0,6.4,6.2,6.1,0
535,7.0,7.2,7.1,7.4,7.3,7.0,1
1214,5.8,6.0,5.9,6.1,6.0,5.7,0
860,6.1,6.3,6.0,6.4,6.2,6.1,0
711,7.5,8.0,7.0,8.2,7.8,8.0,1
1273,8.2,8.5,8.0,8.7,8.4,8.6,1
582,6.0,6.5,6.2,6.0,6.1,6.3,0
1306,6.2,6.4,6.3,6.5,6.2,6.1,0
1171,7.5,8.0,7.0,8.2,7.8,8.0,1
998,5.5,5.8,5.6,5.9,5.7,5.6,0
448,5.5,5.8,5.6,5.9,5.7,5.6,0
171,7.5,8.0,7.0,8.2,7.8,8.0,1
895,7.0,7.2,7.1,7.4,7.3,7.0,1
778,5.5,5.8,5.6,5.9,5.7,5.6,0
210,6.1,6.3,6.0,6.4,6.2,6.1,0
483,8.2,8.5,8.0,8.7,8.4,8.6,1
141,7.5,8.0,7.0,8.2,7.8,8.0,1
1113,8.2,8.5,8.0,8.7,8.4,8.6,1
707,8.8,9.0,8.6,9.1,8.9,9.0,1
200,6.1,6.3,6.0,6.4,6.2,6.1,0
347,8.8,9.0,8.6,9.1,8.9,9.0,1
559,7.9,8.1,7.8,8.3,8.0,8.2,1
810,6.1,6.3,6.0,6.4,6.2,6.1,0
11,7.5,8.0,7.0,8.2,7.8,8.0,1
148,5.5,5.8,5.6,5.9,5.7,5.6,0
603,8.2,8.5,8.0,8.7,8.4,8.6,1
283,8.2,8.5,8.0,8.7,8.4,8.6,1
299,7.9,8.1,7.8,8.3,8.0,8.2,1
744,5.8,6.0,5.9,6.1,6.0,5.7,0
292,6.0,6.5,6.2,6.0,6.1,6.3,0
1173,8.2,8.5,8.0,8.7,8.4,8.6,1
1174,5.8,6.0,5.9,6.1,6.0,5.7,0
1328,5.5,5.8,5.6,5.9,5.7,5.6,0
414,5.8,6.0,5.9,6.1,6.0,5.7,0
597,8.8,9.0,8.6,9.1,8.9,9.0,1
494,5.8,6.0,5.9,6.1,6.0,5.7,0
411,7.5,8.0,7.0,8.2,7.8,8.0,1
421,7.5,8.0,7.0,8.2,7.8,8.0,1
136,6.2,6.4,6.3,6.5,6.2,6.1,0
1125,7.0,7.2,7.1,7.4,7.3,7.0,1
343,8.2,8.5,8.0,8.7,8.4,8.6,1
1007,8.8,9.0,8.6,9.1,8.9,9.0,1
863,8.2,8.5,8.0,8.7,8.4,8.6,1
786,6.2,6.4,6.3,6.5,6.2,6.1,0
554,5.8,6.0,5.9,6.1,6.0,5.7,0
159,7.9,8.1,7.8,8.3,8.0,8.2,1
