id,acidity,aroma,body,flavor,aftertaste,balance,quality
846,6.2,6.4,6.3,6.5,6.2,6.1,0
1215,7.0,7.2,7.1,7.4,7.3,7.0,1
1551,7.5,8.0,7.0,8.2,7.8,8.0,1
775,7.0,7.2,7.1,7.4,7.3,7.0,1
1260,6.1,6.3,6.0,6.4,6.2,6.1,0
859,7.9,8.1,7.8,8.3,8.0,8.2,1
1413,8.2,8.5,8.0,8.7,8.4,8.6,1
553,8.2,8.5,8.0,8.7,8.4,8.6,1
618,5.5,5.8,5.6,5.9,5.7,5.6,0
1201,7.5,8.0,7.0,8.2,7.8,8.0,1
1313,8.2,8.5,8.0,8.7,8.4,8.6,1
757,8.8,9.0,8.6,9.1,8.9,9.0,1
234,5.8,6.0,5.9,6.1,6.0,5.7,0
911,7.5,8.0,7.0,8.2,7.8,8.0,1
197,8.8,9.0,8.6,9.1,8.9,9.0,1
716,6.2,6.4,6.3,6.5,6.2,6.1,0
1312,6.0,6.5,6.2,6.0,6.1,6.3,0
82,6.0,6.5,6.2,6.0,6.1,6.3,0
1559,7.9,8.1,7.8,8.3,8.0,8.2,1
1037,8.8,9.0,8.6,9.1,8.9,9.0,1
1203,8.2,8.5,8.0,8.7,8.4,8.6,1
112,6.0,6.5,6.2,6.0,6.1,6.3,0
1329,7.9,8.1,7.8,8.3,8.0,8.2,1
843,8.2,8.5,8.0,8.7,8.4,8.6,1
1319,7.9,8.1,7.8,8.3,8.0,8.2,1
428,5.5,5.8,5.6,5.9,5.7,5.6,0
1318,5.5,5.8,5.6,5.9,5.7,5.6,0
1436,6.2,6.4,6.3,6.5,6.2,6.1,0
702,6.0,6.5,6.2,6.0,6.1,6.3,0
311,7.5,8.0,7.0,8.2,7.8,8.0,1
715,7.0,7.2,7.1,7.4,7.3,7.0,1
434,5.8,6.0,5.9,6.1,6.0,5.7,0
807,8.8,9.0,8.6,9.1,8.9,9.0,1
479,7.9,8.1,7.8,8.3,8.0,8.2,1
1156,6.2,6.4,6.3,6.5,6.2,6.1,0
979,7.9,8.1,7.8,8.3,8.0,8.2,1
1178,5.5,5.8,5.6,5.9,5.7,5.6,0
1548,5.5,5.8,5.6,5.9,5.7,5.6,0
1555,7.0,7.2,7.1,7.4,7.3,7.0,1
452,6.0,6.5,6.2,6.0,6.1,6.3,0
381,7.5,8.0,7.0,8.2,7.8,8.0,1
905,7.0,7.2,7.1,7.4,7.3,7.0,1
