id,acidity,aroma,body,flavor,aftertaste,balance,quality
64,5.8,6.0,5.9,6.1,6.0,5.7,0
1309,7.9,8.1,7.8,8.3,8.0,8.2,1
1019,7.9,8.1,7.8,8.3,8.0,8.2,1
1047,8.8,9.0,8.6,9.1,8.9,9.0,1
1203,8.2,8.5,8.0,8.7,8.4,8.6,1
722,6.0,6.5,6.2,6.0,6.1,6.3,0
372,6.0,6.5,6.2,6.0,6.1,6.3,0
907,8.8,9.0,8.6,9.1,8.9,9.0,1
1098,5.5,5.8,5.6,5.9,5.7,5.6,0
781,7.5,8.0,7.0,8.2,7.8,8.0,1
219,7.9,8.1,7.8,8.3,8.0,8.2,1
1524,5.8,6.0,5.9,6.1,6.0,5.7,0
287,8.8,9.0,8.6,9.1,8.9,9.0,1
1176,6.2,6.4,6.3,6.5,6.2,6.1,0
1318,5.5,5.8,5.6,5.9,5.7,5.6,0
990,6.1,6.3,6.0,6.4,6.2,6.1,0
1264,5.8,6.0,5.9,6.1,6.0,5.7,0
1178,5.5,5.8,5.6,5.9,5.7,5.6,0
1101,7.5,8.0,7.0,8.2,7.8,8.0,1
1346,6.2,6.4,6.3,6.5,6.2,6.1,0
1533,8.2,8.5,8.0,8.7,8.4,8.6,1
1304,5.8,6.0,5.9,6.1,6.0,5.7,0
1007,8.8,9.0,8.6,9.1,8.9,9.0,1
1008,5.5,5.8,5.6,5.9,5.7,5.6,0
630,6.1,6.3,6.0,6.4,6.2,6.1,0
1171,7.5,8.0,7.0,8.2,7.8,8.0,1
416,6.2,6.4,6.3,6.5,6.2,6.1,0
745,7.0,7.2,7.1,7.4,7.3,7.0,1
1597,8.8,9.0,8.6,9.1,8.9,9.0,1
536,6.2,6.4,6.3,6.5,6.2,6.1,0
1107,8.8,9.0,8.6,9.1,8.9,9.0,1
382,6.0,6.5,6.2,6.0,6.1,6.3,0
988,5.5,5.8,5.6,5.9,5.7,5.6,0
746,6.2,6.4,6.3,6.5,6.2,6.1,0
555,7.0,7.2,7.1,7.4,7.3,7.0,1
915,7.0,7.2,7.1,7.4,7.3,7.0,1
701,7.5,8.0,7.0,8.2,7.8,8.0,1
1080,6.1,6.3,6.0,6.4,6.2,6.1,0
278,5.5,5.8,5.6,5.9,5.7,5.6,0
1593,8.2,8.5,8.0,8.7,8.4,8.6,1
1001,7.5,8.0,7.0,8.2,7.8,8.0,1
519,7.9,8.1,7.8,8.3,8.0,8.2,1
1235,7.0,7.2,7.1,7.4,7.3,7.0,1
237,8.8,9.0,8.6,9.1,8.9,9.0,1
947,8.8,9.0,8.6,9.1,8.9,9.0,1
1639,7.9,8.1,7.8,8.3,8.0,8.2,1
1580,6.1,6.3,6.0,6.4,6.2,6.1,0
753,8.2,8.5,8.0,8.7,8.4,8.6,1
1132,6.0,6.5,6.2,6.0,6.1,6.3,0
1213,8.2,8.5,8.0,8.7,8.4,8.6,1
209,7.9,8.1,7.8,8.3,8.0,8.2,1
1162,6.0,6.5,6.2,6.0,6.1,6.3,0
1281,7.5,8.0,7.0,8.2,7.8,8.0,1
1636,6.2,6.4,6.3,6.5,6.2,6.1,0
59,7.9,8.1,7.8,8.3,8.0,8.2,1
1389,7.9,8.1,7.8,8.3,8.0,8.2,1
496,6.2,6.4,6.3,6.5,6.2,6.1,0
1473,8.2,8.5,8.0,8.7,8.4,8.6,1
1112,6.0,6.5,6.2,6.0,6.1,6.3,0
1548,5.5,5.8,5.6,5.9,5.7,5.6,0
364,5.8,6.0,5.9,6.1,6.0,5.7,0
514,5.8,6.0,5.9,6.1,6.0,5.7,0
355,7.0,7.2,7.1,7.4,7.3,7.0,1
1273,8.2,8.5,8.0,8.7,8.4,8.6,1
1317,8.8,9.0,8.6,9.1,8.9,9.0,1
1488,5.5,5.8,5.6,5.9,5.7,5.6,0
1183,8.2,8.5,8.0,8.7,8.4,8.6,1
987,8.8,9.0,8.6,9.1,8.9,9.0,1
293,8.2,8.5,8.0,8.7,8.4,8.6,1
