id,acidity,aroma,body,flavor,aftertaste,balance,quality
679,7.9,8.1,7.8,8.3,8.0,8.2,1
449,7.9,8.1,7.8,8.3,8.0,8.2,1
674,5.8,6.0,5.9,6.1,6.0,5.7,0
19,7.9,8.1,7.8,8.3,8.0,8.2,1
479,7.9,8.1,7.8,8.3,8.0,8.2,1
453,8.2,8.5,8.0,8.7,8.4,8.6,1
642,6.0,6.5,6.2,6.0,6.1,6.3,0
62,6.0,6.5,6.2,6.0,6.1,6.3,0
156,6.2,6.4,6.3,6.5,6.2,6.1,0
364,5.8,6.0,5.9,6.1,6.0,5.7,0
30,6.1,6.3,6.0,6.4,6.2,6.1,0
287,8.8,9.0,8.6,9.1,8.9,9.0,1
159,7.9,8.1,7.8,8.3,8.0,8.2,1
513,8.2,8.5,8.0,8.7,8.4,8.6,1
531,7.5,8.0,7.0,8.2,7.8,8.0,1
421,7.5,8.0,7.0,8.2,7.8,8.0,1
498,5.5,5.8,5.6,5.9,5.7,5.6,0
356,6.2,6.4,6.3,6.5,6.2,6.1,0
545,7.0,7.2,7.1,7.4,7.3,7.0,1
644,5.8,6.0,5.9,6.1,6.0,5.7,0
216,6.2,6.4,6.3,6.5,6.2,6.1,0
315,7.0,7.2,7.1,7.4,7.3,7.0,1
350,6.1,6.3,6.0,6.4,6.2,6.1,0
205,7.0,7.2,7.1,7.4,7.3,7.0,1
447,8.8,9.0,8.6,9.1,8.9,9.0,1
219,7.9,8.1,7.8,8.3,8.0,8.2,1
638,5.5,5.8,5.6,5.9,5.7,5.6,0
164,5.8,6.0,5.9,6.1,6.0,5.7,0
376,6.2,6.4,6.3,6.5,6.2,6.1,0
595,7.0,7.2,7.1,7.4,7.3,7.0,1
422,6.0,6.5,6.2,6.0,6.1,6.3,0
333,8.2,8.5,8.0,8.7,8.4,8.6,1
582,6.0,6.5,6.2,6.0,6.1,6.3,0
394,5.8,6.0,5.9,6.1,6.0,5.7,0
105,7.0,7.2,7.1,7.4,7.3,7.0,1
115,7.0,7.2,7.1,7.4,7.3,7.0,1
610,6.1,6.3,6.0,6.4,6.2,6.1,0
586,6.2,6.4,6.3,6.5,6.2,6.1,0
251,7.5,8.0,7.0,8.2,7.8,8.0,1
495,7.0,7.2,7.1,7.4,7.3,7.0,1
8,5.5,5.8,5.6,5.9,5.7,5.6,0
90,6.1,6.3,6.0,6.4,6.2,6.1,0
517,8.8,9.0,8.6,9.1,8.9,9.0,1
491,7.5,8.0,7.0,8.2,7.8,8.0,1
623,8.2,8.5,8.0,8.7,8.4,8.6,1
669,7.9,8.1,7.8,8.3,8.0,8.2,1
351,7.5,8.0,7.0,8.2,7.8,8.0,1
611,7.5,8.0,7.0,8.2,7.8,8.0,1
141,7.5,8.0,7.0,8.2,7.8,8.0,1
245,7.0,7.2,7.1,7.4,7.3,7.0,1
44,5.8,6.0,5.9,6.1,6.0,5.7,0
43,8.2,8.5,8.0,8.7,8.4,8.6,1
74,5.8,6.0,5.9,6.1,6.0,5.7,0
168,5.5,5.8,5.6,5.9,5.7,5.6,0
466,6.2,6.4,6.3,6.5,6.2,6.1,0
593,8.2,8.5,8.0,8.7,8.4,8.6,1
67,8.8,9.0,8.6,9.1,8.9,9.0,1
12,6.0,6.5,6.2,6.0,6.1,6.3,0
537,8.8,9.0,8.6,9.1,8.9,9.0,1
650,6.1,6.3,6.0,6.4,6.2,6.1,0
249,7.9,8.1,7.8,8.3,8.0,8.2,1
613,8.2,8.5,8.0,8.7,8.4,8.6,1
345,7.0,7.2,7.1,7.4,7.3,7.0,1
228,5.5,5.8,5.6,5.9,5.7,5.6,0
282,6.0,6.5,6.2,6.0,6.1,6.3,0
405,7.0,7.2,7.1,7.4,7.3,7.0,1
178,5.5,5.8,5.6,5.9,5.7,5.6,0
500,6.1,6.3,6.0,6.4,6.2,6.1,0
624,5.8,6.0,5.9,6.1,6.0,5.7,0
84,5.8,6.0,5.9,6.1,6.0,5.7,0
437,8.8,9.0,8.6,9.1,8.9,9.0,1
342,6.0,6.5,6.2,6.0,6.1,6.3,0
474,5.8,6.0,5.9,6.1,6.0,5.7,0
80,6.1,6.3,6.0,6.4,6.2,6.1,0
24,5.8,6.0,5.9,6.1,6.0,5.7,0
16,6.2,6.4,6.3,6.5,6.2,6.1,0
368,5.5,5.8,5.6,5.9,5.7,5.6,0
339,7.9,8.1,7.8,8.3,8.0,8.2,1
457,8.8,9.0,8.6,9.1,8.9,9.0,1
265,7.0,7.2,7.1,7.4,7.3,7.0,1
370,6.1,6.3,6.0,6.4,6.2,6.1,0
279,7.9,8.1,7.8,8.3,8.0,8.2,1
138,5.5,5.8,5.6,5.9,5.7,5.6,0
452,6.0,6.5,6.2,6.0,6.1,6.3,0
34,5.8,6.0,5.9,6.1,6.0,5.7,0
248,5.5,5.8,5.6,5.9,5.7,5.6,0
631,7.5,8.0,7.0,8.2,7.8,8.0,1
10,6.1,6.3,6.0,6.4,6.2,6.1,0
23,8.2,8.5,8.0,8.7,8.4,8.6,1
494,5.8,6.0,5.9,6.1,6.0,5.7,0
222,6.0,6.5,6.2,6.0,6.1,6.3,0
391,7.5,8.0,7.0,8.2,7.8,8.0,1
666,6.2,6.4,6.3,6.5,6.2,6.1,0
336,6.2,6.4,6.3,6.5,6.2,6.1,0
85,7.0,7.2,7.1,7.4,7.3,7.0,1
501,7.5,8.0,7.0,8.2,7.8,8.0,1
529,7.9,8.1,7.8,8.3,8.0,8.2,1
544,5.8,6.0,5.9,6.1,6.0,5.7,0
250,6.1,6.3,6.0,6.4,6.2,6.1,0
204,5.8,6.0,5.9,6.1,6.0,5.7,0
197,8.8,9.0,8.6,9.1,8.9,9.0,1
353,8.2,8.5,8.0,8.7,8.4,8.6,1
520,6.1,6.3,6.0,6.4,6.2,6.1,0
94,5.8,6.0,5.9,6.1,6.0,5.7,0
285,7.0,7.2,7.1,7.4,7.3,7.0,1
257,8.8,9.0,8.6,9.1,8.9,9.0,1
362,6.0,6.5,6.2,6.0,6.1,6.3,0
621,7.5,8.0,7.0,8.2,7.8,8.0,1
29,7.9,8.1,7.8,8.3,8.0,8.2,1
185,7.0,7.2,7.1,7.4,7.3,7.0,1
548,5.5,5.8,5.6,5.9,5.7,5.6,0
328,5.5,5.8,5.6,5.9,5.7,5.6,0
179,7.9,8.1,7.8,8.3,8.0,8.2,1
667,8.8,9.0,8.6,9.1,8.9,9.0,1
154,5.8,6.0,5.9,6.1,6.0,5.7,0
76,6.2,6.4,6.3,6.5,6.2,6.1,0
564,5.8,6.0,5.9,6.1,6.0,5.7,0
321,7.5,8.0,7.0,8.2,7.8,8.0,1
93,8.2,8.5,8.0,8.7,8.4,8.6,1
519,7.9,8.1,7.8,8.3,8.0,8.2,1
69,7.9,8.1,7.8,8.3,8.0,8.2,1
409,7.9,8.1,7.8,8.3,8.0,8.2,1
189,7.9,8.1,7.8,8.3,8.0,8.2,1
237,8.8,9.0,8.6,9.1,8.9,9.0,1
89,7.9,8.1,7.8,8.3,8.0,8.2,1
574,5.8,6.0,5.9,6.1,6.0,5.7,0
118,5.5,5.8,5.6,5.9,5.7,5.6,0
592,6.0,6.5,6.2,6.0,6.1,6.3,0
558,5.5,5.8,5.6,5.9,5.7,5.6,0
239,7.9,8.1,7.8,8.3,8.0,8.2,1
1,7.5,8.0,7.0,8.2,7.8,8.0,1
673,8.2,8.5,8.0,8.7,8.4,8.6,1
636,6.2,6.4,6.3,6.5,6.2,6.1,0
458,5.5,5.8,5.6,5.9,5.7,5.6,0
330,6.1,6.3,6.0,6.4,6.2,6.1,0
117,8.8,9.0,8.6,9.1,8.9,9.0,1
229,7.9,8.1,7.8,8.3,8.0,8.2,1
480,6.1,6.3,6.0,6.4,6.2,6.1,0
663,8.2,8.5,8.0,8.7,8.4,8.6,1
275,7.0,7.2,7.1,7.4,7.3,7.0,1
426,6.2,6.4,6.3,6.5,6.2,6.1,0
145,7.0,7.2,7.1,7.4,7.3,7.0,1
444,5.8,6.0,5.9,6.1,6.0,5.7,0
361,7.5,8.0,7.0,8.2,7.8,8.0,1
614,5.8,6.0,5.9,6.1,6.0,5.7,0
482,6.0,6.5,6.2,6.0,6.1,6.3,0
269,7.9,8.1,7.8,8.3,8.0,8.2,1
448,5.5,5.8,5.6,5.9,5.7,5.6,0
47,8.8,9.0,8.6,9.1,8.9,9.0,1
262,6.0,6.5,6.2,6.0,6.1,6.3,0
196,6.2,6.4,6.3,6.5,6.2,6.1,0
680,6.1,6.3,6.0,6.4,6.2,6.1,0
568,5.5,5.8,5.6,5.9,5.7,5.6,0
108,5.5,5.8,5.6,5.9,5.7,5.6,0
445,7.0,7.2,7.1,7.4,7.3,7.0,1
508,5.5,5.8,5.6,5.9,5.7,5.6,0
312,6.0,6.5,6.2,6.0,6.1,6.3,0
101,7.5,8.0,7.0,8.2,7.8,8.0,1
463,8.2,8.5,8.0,8.7,8.4,8.6,1
607,8.8,9.0,8.6,9.1,8.9,9.0,1
322,6.0,6.5,6.2,6.0,6.1,6.3,0
180,6.1,6.3,6.0,6.4,6.2,6.1,0
337,8.8,9.0,8.6,9.1,8.9,9.0,1
150,6.1,6.3,6.0,6.4,6.2,6.1,0
125,7.0,7.2,7.1,7.4,7.3,7.0,1
540,6.1,6.3,6.0,6.4,6.2,6.1,0
588,5.5,5.8,5.6,5.9,5.7,5.6,0
186,6.2,6.4,6.3,6.5,6.2,6.1,0
413,8.2,8.5,8.0,8.7,8.4,8.6,1
381,7.5,8.0,7.0,8.2,7.8,8.0,1
671,7.5,8.0,7.0,8.2,7.8,8.0,1
332,6.0,6.5,6.2,6.0,6.1,6.3,0
627,8.8,9.0,8.6,9.1,8.9,9.0,1
143,8.2,8.5,8.0,8.7,8.4,8.6,1
142,6.0,6.5,6.2,6.0,6.1,6.3,0
598,5.5,5.8,5.6,5.9,5.7,5.6,0
20,6.1,6.3,6.0,6.4,6.2,6.1,0
173,8.2,8.5,8.0,8.7,8.4,8.6,1
552,6.0,6.5,6.2,6.0,6.1,6.3,0
313,8.2,8.5,8.0,8.7,8.4,8.6,1
633,8.2,8.5,8.0,8.7,8.4,8.6,1
13,8.2,8.5,8.0,8.7,8.4,8.6,1
306,6.2,6.4,6.3,6.5,6.2,6.1,0
26,6.2,6.4,6.3,6.5,6.2,6.1,0
502,6.0,6.5,6.2,6.0,6.1,6.3,0
170,6.1,6.3,6.0,6.4,6.2,6.1,0
560,6.1,6.3,6.0,6.4,6.2,6.1,0
616,6.2,6.4,6.3,6.5,6.2,6.1,0
246,6.2,6.4,6.3,6.5,6.2,6.1,0
299,7.9,8.1,7.8,8.3,8.0,8.2,1
584,5.8,6.0,5.9,6.1,6.0,5.7,0
273,8.2,8.5,8.0,8.7,8.4,8.6,1
155,7.0,7.2,7.1,7.4,7.3,7.0,1
127,8.8,9.0,8.6,9.1,8.9,9.0,1
454,5.8,6.0,5.9,6.1,6.0,5.7,0
288,5.5,5.8,5.6,5.9,5.7,5.6,0
114,5.8,6.0,5.9,6.1,6.0,5.7,0
355,7.0,7.2,7.1,7.4,7.3,7.0,1
174,5.8,6.0,5.9,6.1,6.0,5.7,0
343,8.2,8.5,8.0,8.7,8.4,8.6,1
