id,acidity,aroma,body,flavor,aftertaste,balance,quality
599,7.9,8.1,7.8,8.3,8.0,8.2,1
931,7.5,8.0,7.0,8.2,7.8,8.0,1
210,6.1,6.3,6.0,6.4,6.2,6.1,0
539,7.9,8.1,7.8,8.3,8.0,8.2,1
141,7.5,8.0,7.0,8.2,7.8,8.0,1
913,8.2,8.5,8.0,8.7,8.4,8.6,1
1005,7.0,7.2,7.1,7.4,7.3,7.0,1
200,6.1,6.3,6.0,6.4,6.2,6.1,0
313,8.2,8.5,8.0,8.7,8.4,8.6,1
1232,6.0,6.5,6.2,6.0,6.1,6.3,0
406,6.2,6.4,6.3,6.5,6.2,6.1,0
11,7.5,8.0,7.0,8.2,7.8,8.0,1
148,5.5,5.8,5.6,5.9,5.7,5.6,0
1215,7.0,7.2,7.1,7.4,7.3,7.0,1
430,6.1,6.3,6.0,6.4,6.2,6.1,0
845,7.0,7.2,7.1,7.4,7.3,7.0,1
721,7.5,8.0,7.0,8.2,7.8,8.0,1
375,7.0,7.2,7.1,7.4,7.3,7.0,1
567,8.8,9.0,8.6,9.1,8.9,9.0,1
395,7.0,7.2,7.1,7.4,7.3,7.0,1
819,7.9,8.1,7.8,8.3,8.0,8.2,1
874,5.8,6.0,5.9,6.1,6.0,5.7,0
136,6.2,6.4,6.3,6.5,6.2,6.1,0
304,5.8,6.0,5.9,6.1,6.0,5.7,0
362,6.0,6.5,6.2,6.0,6.1,6.3,0
999,7.9,8.1,7.8,8.3,8.0,8.2,1
887,8.8,9.0,8.6,9.1,8.9,9.0,1
472,6.0,6.5,6.2,6.0,6.1,6.3,0
159,7.9,8.1,7.8,8.3,8.0,8.2,1
652,6.0,6.5,6.2,6.0,6.1,6.3,0
1147,8.8,9.0,8.6,9.1,8.9,9.0,1
909,7.9,8.1,7.8,8.3,8.0,8.2,1
381,7.5,8.0,7.0,8.2,7.8,8.0,1
631,7.5,8.0,7.0,8.2,7.8,8.0,1
843,8.2,8.5,8.0,8.7,8.4,8.6,1
905,7.0,7.2,7.1,7.4,7.3,7.0,1
586,6.2,6.4,6.3,6.5,6.2,6.1,0
97,8.8,9.0,8.6,9.1,8.9,9.0,1
789,7.9,8.1,7.8,8.3,8.0,8.2,1
307,8.8,9.0,8.6,9.1,8.9,9.0,1
1128,5.5,5.8,5.6,5.9,5.7,5.6,0
448,5.5,5.8,5.6,5.9,5.7,5.6,0
157,8.8,9.0,8.6,9.1,8.9,9.0,1
