id,acidity,aroma,body,flavor,aftertaste,balance,quality
527,8.8,9.0,8.6,9.1,8.9,9.0,1
589,7.9,8.1,7.8,8.3,8.0,8.2,1
950,6.1,6.3,6.0,6.4,6.2,6.1,0
1631,7.5,8.0,7.0,8.2,7.8,8.0,1
1719,7.9,8.1,7.8,8.3,8.0,8.2,1
1339,7.9,8.1,7.8,8.3,8.0,8.2,1
251,7.5,8.0,7.0,8.2,7.8,8.0,1
530,6.1,6.3,6.0,6.4,6.2,6.1,0
1202,6.0,6.5,6.2,6.0,6.1,6.3,0
1085,7.0,7.2,7.1,7.4,7.3,7.0,1
1715,7.0,7.2,7.1,7.4,7.3,7.0,1
1246,6.2,6.4,6.3,6.5,6.2,6.1,0
1014,5.8,6.0,5.9,6.1,6.0,5.7,0
1109,7.9,8.1,7.8,8.3,8.0,8.2,1
1143,8.2,8.5,8.0,8.7,8.4,8.6,1
817,8.8,9.0,8.6,9.1,8.9,9.0,1
1448,5.5,5.8,5.6,5.9,5.7,5.6,0
807,8.8,9.0,8.6,9.1,8.9,9.0,1
731,7.5,8.0,7.0,8.2,7.8,8.0,1
1678,5.5,5.8,5.6,5.9,5.7,5.6,0
556,6.2,6.4,6.3,6.5,6.2,6.1,0
183,8.2,8.5,8.0,8.7,8.4,8.6,1
171,7.5,8.0,7.0,8.2,7.8,8.0,1
293,8.2,8.5,8.0,8.7,8.4,8.6,1
1117,8.8,9.0,8.6,9.1,8.9,9.0,1
615,7.0,7.2,7.1,7.4,7.3,7.0,1
301,7.5,8.0,7.0,8.2,7.8,8.0,1
1727,8.8,9.0,8.6,9.1,8.9,9.0,1
1568,5.5,5.8,5.6,5.9,5.7,5.6,0
1285,7.0,7.2,7.1,7.4,7.3,7.0,1
1236,6.2,6.4,6.3,6.5,6.2,6.1,0
1775,7.0,7.2,7.1,7.4,7.3,7.0,1
938,5.5,5.8,5.6,5.9,5.7,5.6,0
1223,8.2,8.5,8.0,8.7,8.4,8.6,1
781,7.5,8.0,7.0,8.2,7.8,8.0,1
372,6.0,6.5,6.2,6.0,6.1,6.3,0
874,5.8,6.0,5.9,6.1,6.0,5.7,0
1393,8.2,8.5,8.0,8.7,8.4,8.6,1
439,7.9,8.1,7.8,8.3,8.0,8.2,1
902,6.0,6.5,6.2,6.0,6.1,6.3,0
597,8.8,9.0,8.6,9.1,8.9,9.0,1
176,6.2,6.4,6.3,6.5,6.2,6.1,0
515,7.0,7.2,7.1,7.4,7.3,7.0,1
987,8.8,9.0,8.6,9.1,8.9,9.0,1
1221,7.5,8.0,7.0,8.2,7.8,8.0,1
753,8.2,8.5,8.0,8.7,8.4,8.6,1
335,7.0,7.2,7.1,7.4,7.3,7.0,1
1108,5.5,5.8,5.6,5.9,5.7,5.6,0
1023,8.2,8.5,8.0,8.7,8.4,8.6,1
1834,5.8,6.0,5.9,6.1,6.0,5.7,0
1562,6.0,6.5,6.2,6.0,6.1,6.3,0
906,6.2,6.4,6.3,6.5,6.2,6.1,0
1624,5.8,6.0,5.9,6.1,6.0,5.7,0
520,6.1,6.3,6.0,6.4,6.2,6.1,0
199,7.9,8.1,7.8,8.3,8.0,8.2,1
16,6.2,6.4,6.3,6.5,6.2,6.1,0
266,6.2,6.4,6.3,6.5,6.2,6.1,0
586,6.2,6.4,6.3,6.5,6.2,6.1,0
1718,5.5,5.8,5.6,5.9,5.7,5.6,0
856,6.2,6.4,6.3,6.5,6.2,6.1,0
484,5.8,6.0,5.9,6.1,6.0,5.7,0
788,5.5,5.8,5.6,5.9,5.7,5.6,0
553,8.2,8.5,8.0,8.7,8.4,8.6,1
1382,6.0,6.5,6.2,6.0,6.1,6.3,0
947,8.8,9.0,8.6,9.1,8.9,9.0,1
782,6.0,6.5,6.2,6.0,6.1,6.3,0
1712,6.0,6.5,6.2,6.0,6.1,6.3,0
200,6.1,6.3,6.0,6.4,6.2,6.1,0
1696,6.2,6.4,6.3,6.5,6.2,6.1,0
1404,5.8,6.0,5.9,6.1,6.0,5.7,0
632,6.0,6.5,6.2,6.0,6.1,6.3,0
1048,5.5,5.8,5.6,5.9,5.7,5.6,0
1311,7.5,8.0,7.0,8.2,7.8,8.0,1
591,7.5,8.0,7.0,8.2,7.8,8.0,1
1466,6.2,6.4,6.3,6.5,6.2,6.1,0
1637,8.8,9.0,8.6,9.1,8.9,9.0,1
1160,6.1,6.3,6.0,6.4,6.2,6.1,0
1528,5.5,5.8,5.6,5.9,5.7,5.6,0
1324,5.8,6.0,5.9,6.1,6.0,5.7,0
974,5.8,6.0,5.9,6.1,6.0,5.7,0
311,7.5,8.0,7.0,8.2,7.8,8.0,1
57,8.8,9.0,8.6,9.1,8.9,9.0,1
577,8.8,9.0,8.6,9.1,8.9,9.0,1
519,7.9,8.1,7.8,8.3,8.0,8.2,1
1190,6.1,6.3,6.0,6.4,6.2,6.1,0
1734,5.8,6.0,5.9,6.1,6.0,5.7,0
1816,6.2,6.4,6.3,6.5,6.2,6.1,0
44,5.8,6.0,5.9,6.1,6.0,5.7,0
101,7.5,8.0,7.0,8.2,7.8,8.0,1
275,7.0,7.2,7.1,7.4,7.3,7.0,1
1287,8.8,9.0,8.6,9.1,8.9,9.0,1
354,5.8,6.0,5.9,6.1,6.0,5.7,0
102,6.0,6.5,6.2,6.0,6.1,6.3,0
943,8.2,8.5,8.0,8.7,8.4,8.6,1
1271,7.5,8.0,7.0,8.2,7.8,8.0,1
108,5.5,5.8,5.6,5.9,5.7,5.6,0
594,5.8,6.0,5.9,6.1,6.0,5.7,0
1821,7.5,8.0,7.0,8.2,7.8,8.0,1
1744,5.8,6.0,5.9,6.1,6.0,5.7,0
1062,6.0,6.5,6.2,6.0,6.1,6.3,0
1182,6.0,6.5,6.2,6.0,6.1,6.3,0
533,8.2,8.5,8.0,8.7,8.4,8.6,1
765,7.0,7.2,7.1,7.4,7.3,7.0,1
427,8.8,9.0,8.6,9.1,8.9,9.0,1
1738,5.5,5.8,5.6,5.9,5.7,5.6,0
1193,8.2,8.5,8.0,8.7,8.4,8.6,1
129,7.9,8.1,7.8,8.3,8.0,8.2,1
1642,6.0,6.5,6.2,6.0,6.1,6.3,0
833,8.2,8.5,8.0,8.7,8.4,8.6,1
483,8.2,8.5,8.0,8.7,8.4,8.6,1
1835,7.0,7.2,7.1,7.4,7.3,7.0,1
1231,7.5,8.0,7.0,8.2,7.8,8.0,1
1180,6.1,6.3,6.0,6.4,6.2,6.1,0
544,5.8,6.0,5.9,6.1,6.0,5.7,0
482,6.0,6.5,6.2,6.0,6.1,6.3,0
964,5.8,6.0,5.9,6.1,6.0,5.7,0
887,8.8,9.0,8.6,9.1,8.9,9.0,1
1041,7.5,8.0,7.0,8.2,7.8,8.0,1
1146,6.2,6.4,6.3,6.5,6.2,6.1,0
863,8.2,8.5,8.0,8.7,8.4,8.6,1
1830,6.1,6.3,6.0,6.4,6.2,6.1,0
1552,6.0,6.5,6.2,6.0,6.1,6.3,0
1323,8.2,8.5,8.0,8.7,8.4,8.6,1
1754,5.8,6.0,5.9,6.1,6.0,5.7,0
1081,7.5,8.0,7.0,8.2,7.8,8.0,1
1668,5.5,5.8,5.6,5.9,5.7,5.6,0
1475,7.0,7.2,7.1,7.4,7.3,7.0,1
1088,5.5,5.8,5.6,5.9,5.7,5.6,0
406,6.2,6.4,6.3,6.5,6.2,6.1,0
1424,5.8,6.0,5.9,6.1,6.0,5.7,0
