id,acidity,aroma,body,flavor,aftertaste,balance,quality
200,6.1,6.3,6.0,6.4,6.2,6.1,0
701,7.5,8.0,7.0,8.2,7.8,8.0,1
527,8.8,9.0,8.6,9.1,8.9,9.0,1
1717,8.8,9.0,8.6,9.1,8.9,9.0,1
1606,6.2,6.4,6.3,6.5,6.2,6.1,0
539,7.9,8.1,7.8,8.3,8.0,8.2,1
1453,8.2,8.5,8.0,8.7,8.4,8.6,1
671,7.5,8.0,7.0,8.2,7.8,8.0,1
1111,7.5,8.0,7.0,8.2,7.8,8.0,1
576,6.2,6.4,6.3,6.5,6.2,6.1,0
1755,7.0,7.2,7.1,7.4,7.3,7.0,1
1237,8.8,9.0,8.6,9.1,8.9,9.0,1
311,7.5,8.0,7.0,8.2,7.8,8.0,1
57,8.8,9.0,8.6,9.1,8.9,9.0,1
1524,5.8,6.0,5.9,6.1,6.0,5.7,0
1698,5.5,5.8,5.6,5.9,5.7,5.6,0
907,8.8,9.0,8.6,9.1,8.9,9.0,1
44,5.8,6.0,5.9,6.1,6.0,5.7,0
101,7.5,8.0,7.0,8.2,7.8,8.0,1
275,7.0,7.2,7.1,7.4,7.3,7.0,1
1226,6.2,6.4,6.3,6.5,6.2,6.1,0
354,5.8,6.0,5.9,6.1,6.0,5.7,0
102,6.0,6.5,6.2,6.0,6.1,6.3,0
760,6.1,6.3,6.0,6.4,6.2,6.1,0
108,5.5,5.8,5.6,5.9,5.7,5.6,0
1581,7.5,8.0,7.0,8.2,7.8,8.0,1
1741,7.5,8.0,7.0,8.2,7.8,8.0,1
731,7.5,8.0,7.0,8.2,7.8,8.0,1
702,6.0,6.5,6.2,6.0,6.1,6.3,0
678,5.5,5.8,5.6,5.9,5.7,5.6,0
868,5.5,5.8,5.6,5.9,5.7,5.6,0
1670,6.1,6.3,6.0,6.4,6.2,6.1,0
942,6.0,6.5,6.2,6.0,6.1,6.3,0
1141,7.5,8.0,7.0,8.2,7.8,8.0,1
129,7.9,8.1,7.8,8.3,8.0,8.2,1
1044,5.8,6.0,5.9,6.1,6.0,5.7,0
1353,8.2,8.5,8.0,8.7,8.4,8.6,1
875,7.0,7.2,7.1,7.4,7.3,7.0,1
1472,6.0,6.5,6.2,6.0,6.1,6.3,0
860,6.1,6.3,6.0,6.4,6.2,6.1,0
479,7.9,8.1,7.8,8.3,8.0,8.2,1
1271,7.5,8.0,7.0,8.2,7.8,8.0,1
906,6.2,6.4,6.3,6.5,6.2,6.1,0
610,6.1,6.3,6.0,6.4,6.2,6.1,0
1735,7.0,7.2,7.1,7.4,7.3,7.0,1
586,6.2,6.4,6.3,6.5,6.2,6.1,0
988,5.5,5.8,5.6,5.9,5.7,5.6,0
1367,8.8,9.0,8.6,9.1,8.9,9.0,1
1520,6.1,6.3,6.0,6.4,6.2,6.1,0
681,7.5,8.0,7.0,8.2,7.8,8.0,1
882,6.0,6.5,6.2,6.0,6.1,6.3,0
1299,7.9,8.1,7.8,8.3,8.0,8.2,1
1059,7.9,8.1,7.8,8.3,8.0,8.2,1
1455,7.0,7.2,7.1,7.4,7.3,7.0,1
844,5.8,6.0,5.9,6.1,6.0,5.7,0
552,6.0,6.5,6.2,6.0,6.1,6.3,0
1551,7.5,8.0,7.0,8.2,7.8,8.0,1
1178,5.5,5.8,5.6,5.9,5.7,5.6,0
227,8.8,9.0,8.6,9.1,8.9,9.0,1
232,6.0,6.5,6.2,6.0,6.1,6.3,0
1604,5.8,6.0,5.9,6.1,6.0,5.7,0
1498,5.5,5.8,5.6,5.9,5.7,5.6,0
966,6.2,6.4,6.3,6.5,6.2,6.1,0
164,5.8,6.0,5.9,6.1,6.0,5.7,0
1106,6.2,6.4,6.3,6.5,6.2,6.1,0
630,6.1,6.3,6.0,6.4,6.2,6.1,0
267,8.8,9.0,8.6,9.1,8.9,9.0,1
149,7.9,8.1,7.8,8.3,8.0,8.2,1
472,6.0,6.5,6.2,6.0,6.1,6.3,0
1079,7.9,8.1,7.8,8.3,8.0,8.2,1
1691,7.5,8.0,7.0,8.2,7.8,8.0,1
1559,7.9,8.1,7.8,8.3,8.0,8.2,1
1384,5.8,6.0,5.9,6.1,6.0,5.7,0
307,8.8,9.0,8.6,9.1,8.9,9.0,1
193,8.2,8.5,8.0,8.7,8.4,8.6,1
1549,7.9,8.1,7.8,8.3,8.0,8.2,1
310,6.1,6.3,6.0,6.4,6.2,6.1,0
1405,7.0,7.2,7.1,7.4,7.3,7.0,1
64,5.8,6.0,5.9,6.1,6.0,5.7,0
924,5.8,6.0,5.9,6.1,6.0,5.7,0
1751,7.5,8.0,7.0,8.2,7.8,8.0,1
1122,6.0,6.5,6.2,6.0,6.1,6.3,0
1352,6.0,6.5,6.2,6.0,6.1,6.3,0
1356,6.2,6.4,6.3,6.5,6.2,6.1,0
1715,7.0,7.2,7.1,7.4,7.3,7.0,1
1177,8.8,9.0,8.6,9.1,8.9,9.0,1
1387,8.8,9.0,8.6,9.1,8.9,9.0,1
482,6.0,6.5,6.2,6.0,6.1,6.3,0
1028,5.5,5.8,5.6,5.9,5.7,5.6,0
843,8.2,8.5,8.0,8.7,8.4,8.6,1
758,5.5,5.8,5.6,5.9,5.7,5.6,0
219,7.9,8.1,7.8,8.3,8.0,8.2,1
1132,6.0,6.5,6.2,6.0,6.1,6.3,0
287,8.8,9.0,8.6,9.1,8.9,9.0,1
923,8.2,8.5,8.0,8.7,8.4,8.6,1
1533,8.2,8.5,8.0,8.7,8.4,8.6,1
562,6.0,6.5,6.2,6.0,6.1,6.3,0
362,6.0,6.5,6.2,6.0,6.1,6.3,0
612,6.0,6.5,6.2,6.0,6.1,6.3,0
553,8.2,8.5,8.0,8.7,8.4,8.6,1
1182,6.0,6.5,6.2,6.0,6.1,6.3,0
941,7.5,8.0,7.0,8.2,7.8,8.0,1
1442,6.0,6.5,6.2,6.0,6.1,6.3,0
722,6.0,6.5,6.2,6.0,6.1,6.3,0
1745,7.0,7.2,7.1,7.4,7.3,7.0,1
842,6.0,6.5,6.2,6.0,6.1,6.3,0
1019,7.9,8.1,7.8,8.3,8.0,8.2,1
1088,5.5,5.8,5.6,5.9,5.7,5.6,0
1426,6.2,6.4,6.3,6.5,6.2,6.1,0
721,7.5,8.0,7.0,8.2,7.8,8.0,1
1256,6.2,6.4,6.3,6.5,6.2,6.1,0
1536,6.2,6.4,6.3,6.5,6.2,6.1,0
847,8.8,9.0,8.6,9.1,8.9,9.0,1
782,6.0,6.5,6.2,6.0,6.1,6.3,0
858,5.5,5.8,5.6,5.9,5.7,5.6,0
1343,8.2,8.5,8.0,8.7,8.4,8.6,1
1646,6.2,6.4,6.3,6.5,6.2,6.1,0
1002,6.0,6.5,6.2,6.0,6.1,6.3,0
1264,5.8,6.0,5.9,6.1,6.0,5.7,0
632,6.0,6.5,6.2,6.0,6.1,6.3,0
1246,6.2,6.4,6.3,6.5,6.2,6.1,0
1034,5.8,6.0,5.9,6.1,6.0,5.7,0
1504,5.8,6.0,5.9,6.1,6.0,5.7,0
1158,5.5,5.8,5.6,5.9,5.7,5.6,0
278,5.5,5.8,5.6,5.9,5.7,5.6,0
1357,8.8,9.0,8.6,9.1,8.9,9.0,1
1622,6.0,6.5,6.2,6.0,6.1,6.3,0
359,7.9,8.1,7.8,8.3,8.0,8.2,1
949,7.9,8.1,7.8,8.3,8.0,8.2,1
237,8.8,9.0,8.6,9.1,8.9,9.0,1
