id,acidity,aroma,body,flavor,aftertaste,balance,quality
833,8.2,8.5,8.0,8.7,8.4,8.6,1
837,8.8,9.0,8.6,9.1,8.9,9.0,1
1104,5.8,6.0,5.9,6.1,6.0,5.7,0
860,6.1,6.3,6.0,6.4,6.2,6.1,0
568,5.5,5.8,5.6,5.9,5.7,5.6,0
176,6.2,6.4,6.3,6.5,6.2,6.1,0
1462,6.0,6.5,6.2,6.0,6.1,6.3,0
678,5.5,5.8,5.6,5.9,5.7,5.6,0
1395,7.0,7.2,7.1,7.4,7.3,7.0,1
335,7.0,7.2,7.1,7.4,7.3,7.0,1
760,6.1,6.3,6.0,6.4,6.2,6.1,0
638,5.5,5.8,5.6,5.9,5.7,5.6,0
894,5.8,6.0,5.9,6.1,6.0,5.7,0
1206,6.2,6.4,6.3,6.5,6.2,6.1,0
199,7.9,8.1,7.8,8.3,8.0,8.2,1
16,6.2,6.4,6.3,6.5,6.2,6.1,0
266,6.2,6.4,6.3,6.5,6.2,6.1,0
558,5.5,5.8,5.6,5.9,5.7,5.6,0
1034,5.8,6.0,5.9,6.1,6.0,5.7,0
817,8.8,9.0,8.6,9.1,8.9,9.0,1
1508,5.5,5.8,5.6,5.9,5.7,5.6,0
742,6.0,6.5,6.2,6.0,6.1,6.3,0
1393,8.2,8.5,8.0,8.7,8.4,8.6,1
479,7.9,8.1,7.8,8.3,8.0,8.2,1
1006,6.2,6.4,6.3,6.5,6.2,6.1,0
417,8.8,9.0,8.6,9.1,8.9,9.0,1
200,6.1,6.3,6.0,6.4,6.2,6.1,0
728,5.5,5.8,5.6,5.9,5.7,5.6,0
994,5.8,6.0,5.9,6.1,6.0,5.7,0
1723,8.2,8.5,8.0,8.7,8.4,8.6,1
1152,6.0,6.5,6.2,6.0,6.1,6.3,0
1493,8.2,8.5,8.0,8.7,8.4,8.6,1
1450,6.1,6.3,6.0,6.4,6.2,6.1,0
1173,8.2,8.5,8.0,8.7,8.4,8.6,1
1118,5.5,5.8,5.6,5.9,5.7,5.6,0
1569,7.9,8.1,7.8,8.3,8.0,8.2,1
600,6.1,6.3,6.0,6.4,6.2,6.1,0
1386,6.2,6.4,6.3,6.5,6.2,6.1,0
931,7.5,8.0,7.0,8.2,7.8,8.0,1
